text,propertyType,locality,furnishing,city,RentOrSale,BHK,URLs
Multistorey Apartment   Mansarovar   Semi-Furnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Mansarovar,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423631363531383633
Residential House   Bajrang Colony   Unfurnished   Jaipur   6.0   5.0   Sale,Residential House,Bajrang Colony,Unfurnished,Jaipur,Sale,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-136-Sq-ft-Residential-House-FOR-Sale-Bajrang-Colony-in-Jaipur&id=4d423636303136313737
Multistorey Apartment   Malviya Nagar   Furnished   Jaipur   4.0   4.0   Sale,Multistorey Apartment,Malviya Nagar,Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Sale-Malviya-Nagar-in-Jaipur&id=4d423636353135383831
Villa   Rajawas   Unfurnished   Jaipur   3.0   4.0   Sale,Villa,Rajawas,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Villa-FOR-Sale-Rajawas-in-Jaipur&id=4d423637373237323839
Villa   Mansarovar Extension   Unfurnished   Jaipur   3.0   3.0   Sale,Villa,Mansarovar Extension,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Villa-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423637363830383831
Villa   Vaishali Nagar   Unfurnished   Jaipur   3.0   3.0   Sale,Villa,Vaishali Nagar,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Villa-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423637373230383435
Multistorey Apartment   Vaishali Nagar   Furnished   Jaipur   4.0   5.0   Sale,Multistorey Apartment,Vaishali Nagar,Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2439-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423637373437333231
Multistorey Apartment   Vaishali Nagar   Unfurnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Vaishali Nagar,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1617-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423537343235383537
Multistorey Apartment   Ajmer Road   Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Ajmer Road,Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1270-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423539373636353833
Residential House   Patrakar Colony Mansarovar   Unfurnished   Jaipur   2.0   2.0   Sale,Residential House,Patrakar Colony Mansarovar,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-138-Sq-yrd-Residential-House-FOR-Sale-Patrakar-Colony-Mansarovar-in-Jaipur&id=4d423637363933353831
Multistorey Apartment   Virar West   Unfurnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Virar West,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-763-Sq-ft-Multistorey-Apartment-FOR-Sale-Virar-West-in-Mumbai&id=4d423636353332343039
Villa   Jaipur Circle   Semi-Furnished   Jaipur   4.0   4.0   Sale,Villa,Jaipur Circle,Semi-Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2600-Sq-ft-Villa-FOR-Sale-Jaipur-Circle-in-Jaipur&id=4d423439383137303134
Multistorey Apartment   Ajmer Road   Semi-Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Ajmer Road,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423336393738333139
Villa   Mansarovar   Furnished   Jaipur   4.0   4.0   Sale,Villa,Mansarovar,Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2200-Sq-ft-Villa-FOR-Sale-Mansarovar-in-Jaipur&id=4d423637383232363031
Multistorey Apartment   Vaishali Nagar   Furnished   Jaipur   1.0   1.0   Sale,Multistorey Apartment,Vaishali Nagar,Furnished,Jaipur,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-782-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423637373139373037
Residential House   SEZ   Unfurnished   Jaipur   3.0   2.0   Sale,Residential House,SEZ,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Residential-House-FOR-Sale-SEZ-in-Jaipur&id=4d423636363237333835
Multistorey Apartment   Mansarovar Extension   Unfurnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Mansarovar Extension,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-952-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423235303634333731
Multistorey Apartment   Nirman Nagar   Semi-Furnished   Jaipur   1.0   1.0   Sale,Multistorey Apartment,Nirman Nagar,Semi-Furnished,Jaipur,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Sale-Nirman-Nagar-in-Jaipur&id=4d423637383131373733
Residential House   Shri Ram Nagar   Unfurnished   Jaipur   5.0   1.0   Sale,Residential House,Shri Ram Nagar,Unfurnished,Jaipur,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-1800-Sq-ft-Residential-House-FOR-Sale-Shri-Ram-Nagar-in-Jaipur&id=4d423637373735333833
Multistorey Apartment   Mansarovar Extension   Unfurnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Mansarovar Extension,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1156-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423538353339393933
Multistorey Apartment   Sikar Road   Unfurnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Sikar Road,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sikar-Road-in-Jaipur&id=4d423637373235333839
Multistorey Apartment   Mansarovar Extension   Unfurnished   Jaipur   3.0   4.0   Sale,Multistorey Apartment,Mansarovar Extension,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1995-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423632363637393937
Multistorey Apartment   Vaishali Nagar   Furnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Vaishali Nagar,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423637373438313739
Multistorey Apartment   Goliyawas    Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Goliyawas ,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-974-Sq-ft-Multistorey-Apartment-FOR-Sale-Goliyawas-in-Jaipur&id=4d423637373537373931
Builder Floor Apartment   Mansarovar   Semi-Furnished   Jaipur   2.0   1.0   Sale,Builder Floor Apartment,Mansarovar,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423538333032343835
Multistorey Apartment   Patrakar Colony   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Patrakar Colony,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur-r1&id=4d423336373338373231
Multistorey Apartment   E-7   Furnished   Bhopal   3.0   2.0   Sale,Multistorey Apartment,E-7,Furnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-E-7-in-Bhopal&id=4d423637313232323337
Villa   Sahara Bypass Road   Semi-Furnished   Bhopal   2.0   2.0   Sale,Villa,Sahara Bypass Road,Semi-Furnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1800-Sq-ft-Villa-FOR-Sale-Sahara-Bypass-Road-in-Bhopal&id=4d423637313833373937
Residential House   Indrapuri   Unfurnished   Bhopal   5.0   4.0   Sale,Residential House,Indrapuri,Unfurnished,Bhopal,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-2400-Sq-ft-Residential-House-FOR-Sale-Indrapuri-in-Bhopal&id=4d423535393039363039
Villa   Misrod   Unfurnished   Bhopal   3.0   3.0   Sale,Villa,Misrod,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1680-Sq-ft-Villa-FOR-Sale-Misrod-in-Bhopal&id=4d423636303537343537
Residential House   Katara Hills   Unfurnished   Bhopal   3.0   3.0   Sale,Residential House,Katara Hills,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1725-Sq-ft-Residential-House-FOR-Sale-Katara-Hills-in-Bhopal&id=4d423431323034343433
Residential House   Missing   Semi-Furnished   Bhopal   4.0   2.0   Sale,Residential House,Missing,Semi-Furnished,Bhopal,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1250-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423630303939393437
Residential House   Idgah Hills   Semi-Furnished   Bhopal   3.0   2.0   Sale,Residential House,Idgah Hills,Semi-Furnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1030-Sq-ft-Residential-House-FOR-Sale-Idgah-Hills-in-Bhopal&id=4d423339373537393939
Multistorey Apartment   Kolar Road Janki Nagar   Unfurnished   Bhopal   4.0   3.0   Sale,Multistorey Apartment,Kolar Road Janki Nagar,Unfurnished,Bhopal,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1815-Sq-ft-Multistorey-Apartment-FOR-Sale-Kolar-Road-Janki-Nagar-in-Bhopal&id=4d423635323030393835
Multistorey Apartment   Danish Kunj   Furnished   Bhopal   2.0   2.0   Sale,Multistorey Apartment,Danish Kunj,Furnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-790-Sq-ft-Multistorey-Apartment-FOR-Sale-Danish-Kunj-in-Bhopal&id=4d423637323934303937
Multistorey Apartment   Danish Kunj   Unfurnished   Bhopal   2.0   2.0   Sale,Multistorey Apartment,Danish Kunj,Unfurnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Danish-Kunj-in-Bhopal&id=4d423637343636333135
Multistorey Apartment   Ashoka Garden   Unfurnished   Bhopal   3.0   2.0   Sale,Multistorey Apartment,Ashoka Garden,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashoka-Garden-in-Bhopal&id=4d423334323432383339
Residential House   Jahangirabad   Unfurnished   Bhopal   4.0   4.0   Sale,Residential House,Jahangirabad,Unfurnished,Bhopal,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-600-Sq-ft-Residential-House-FOR-Sale-Jahangirabad-in-Bhopal&id=4d423637353232353139
Multistorey Apartment   Missing   Unfurnished   Bhopal   2.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Bhopal&id=4d423634373133383339
Residential House   Missing   Unfurnished   Bhopal   1.0   1.0   Sale,Residential House,Missing,Unfurnished,Bhopal,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423437373634323035
Residential House   Khajuri Kalan   Unfurnished   Bhopal   3.0   2.0   Sale,Residential House,Khajuri Kalan,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Residential-House-FOR-Sale-Khajuri-Kalan-in-Bhopal&id=4d423637303130393739
Builder Floor Apartment   Khajuri Kalan   Unfurnished   Bhopal   2.0   2.0   Sale,Builder Floor Apartment,Khajuri Kalan,Unfurnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Khajuri-Kalan-in-Bhopal&id=4d423534383130323533
Villa   Govindpura   Semi-Furnished   Bhopal   5.0   4.0   Sale,Villa,Govindpura,Semi-Furnished,Bhopal,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-2600-Sq-ft-Villa-FOR-Sale-Govindpura-in-Bhopal&id=4d423637343537373337
Residential House   Missing   Semi-Furnished   Bhopal   3.0   2.0   Sale,Residential House,Missing,Semi-Furnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423236353738373435
Multistorey Apartment   Mulund East   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Mulund East,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Sale-Mulund-East-in-Mumbai&id=4d423637323431313833
Multistorey Apartment   Thakur Village   Unfurnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Thakur Village,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-525-Sq-ft-Multistorey-Apartment-FOR-Sale-Thakur-Village-in-Mumbai&id=4d423636323335303235
Multistorey Apartment   Mira Road East   Unfurnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Mira Road East,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-747-Sq-ft-Multistorey-Apartment-FOR-Sale-Mira-Road-East-in-Mumbai&id=4d423635313730393937
Multistorey Apartment   Powai   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Powai,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-783-Sq-ft-Multistorey-Apartment-FOR-Sale-Powai-in-Mumbai&id=4d423636313038373237
Multistorey Apartment   Upper Worli   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Upper Worli,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1413-Sq-ft-Multistorey-Apartment-FOR-Sale-Upper-Worli-in-Mumbai&id=4d423636393232373735
Residential House   Mira Road   Unfurnished   Mumbai   2.0   2.0   Sale,Residential House,Mira Road,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Residential-House-FOR-Sale-Mira-Road-in-Mumbai&id=4d423637313238363039
Multistorey Apartment   Kanjurmarg West   Semi-Furnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Kanjurmarg West,Semi-Furnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-430-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanjurmarg-West-in-Mumbai&id=4d423634393331363739
Multistorey Apartment   Hiranandani Gardens   Unfurnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Hiranandani Gardens,Unfurnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Sale-Hiranandani-Gardens-in-Mumbai&id=4d423635353633373939
Multistorey Apartment   Vishveshwar Nagar   Semi-Furnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Vishveshwar Nagar,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Vishveshwar-Nagar-in-Mumbai&id=4d423635383435343631
Multistorey Apartment   Kanchpada   Unfurnished   Mumbai   3.0   4.0   Sale,Multistorey Apartment,Kanchpada,Unfurnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanch-Pada-in-Mumbai&id=4d423637363338373937
Multistorey Apartment   Bolinj   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Bolinj,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1093-Sq-ft-Multistorey-Apartment-FOR-Sale-Bolinj-in-Mumbai&id=4d423636353639373531
Multistorey Apartment   Lokhandwala Complex   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Lokhandwala Complex,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-840-Sq-ft-Multistorey-Apartment-FOR-Sale-Lokhandwala-Complex-in-Mumbai&id=4d423537383833393839
Multistorey Apartment   Ashok Nagar - Mulund West   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Ashok Nagar - Mulund West,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1165-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashok-Nagar-Central-Mumbai-in-Mumbai&id=4d423636313734313431
Multistorey Apartment   Goregaon West   Semi-Furnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Goregaon West,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1566-Sq-ft-Multistorey-Apartment-FOR-Sale-Goregaon-West-in-Mumbai&id=4d423637373939333931
Multistorey Apartment   Mulund West   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Mulund West,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-890-Sq-ft-Multistorey-Apartment-FOR-Sale-Mulund-West-in-Mumbai&id=4d423636363636333431
Multistorey Apartment   IC Colony   Unfurnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,IC Colony,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-IC-Colony-in-Mumbai&id=4d423635383037383733
Multistorey Apartment   Antop Hill   Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Antop Hill,Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-997-Sq-ft-Multistorey-Apartment-FOR-Sale-Antop-Hill-in-Mumbai&id=4d423635383331313337
Multistorey Apartment   Kanjurmarg East   Semi-Furnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Kanjurmarg East,Semi-Furnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-665-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanjurmarg-East-in-Mumbai&id=4d423637343330383037
Multistorey Apartment   Malad East   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Malad East,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Malad-East-in-Mumbai-r3&id=4d423434343230363037
Multistorey Apartment   ITT Bhatti   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,ITT Bhatti,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-ITT-Bhatti-in-Mumbai&id=4d423636393333313231
Multistorey Apartment   Wadala   Unfurnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Wadala,Unfurnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Wadala-in-Mumbai&id=4d423632393738373833
Multistorey Apartment   Patrakar Colony   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Patrakar Colony,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423637363834353033
Residential House   Jagatpura   Unfurnished   Jaipur   4.0   4.0   Sale,Residential House,Jagatpura,Unfurnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-4000-Sq-ft-Residential-House-FOR-Sale-Jagatpura-in-Jaipur&id=4d423637373732313431
Multistorey Apartment   Deonar   Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Deonar,Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Deonar-in-Mumbai&id=4d423636383239303333
Multistorey Apartment   Ajmer Road   Unfurnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Ajmer Road,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-867-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423332383438373637
Builder Floor Apartment   Iscon Road   Semi-Furnished   Jaipur   2.0   2.0   Sale,Builder Floor Apartment,Iscon Road,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Iscon-Road-in-Jaipur&id=4d423637383237323139
Multistorey Apartment   Chandivali   Semi-Furnished   Mumbai   3.0   2.0   Sale,Multistorey Apartment,Chandivali,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Sale-Chandivali-in-Mumbai&id=4d423636363439333837
Multistorey Apartment   Bandra Kurla Complex   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Bandra Kurla Complex,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-955-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-Kurla-Complex-in-Mumbai&id=4d423637333138353233
Multistorey Apartment   Goregaon East   Semi-Furnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Goregaon East,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2345-Sq-ft-Multistorey-Apartment-FOR-Sale-Goregaon-East-in-Mumbai&id=4d423637313939373237
Multistorey Apartment   Maa Indra Vihar C   Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Maa Indra Vihar C,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Maa-Indra-Vihar-C-in-Jaipur&id=4d423637363736363333
Multistorey Apartment   Mahesh Nagar   Unfurnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Mahesh Nagar,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahesh-Nagar-in-Jaipur-r1&id=4d423436313039303739
Multistorey Apartment   Jagatpura   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Jagatpura,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423539333236303031
Multistorey Apartment   Gujar Ki Thadi   Semi-Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Gujar Ki Thadi,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Gujar-Ki-Thadi-in-Jaipur&id=4d423632353530383937
Residential House   Vidhyut Nagar - A   Unfurnished   Jaipur   6.0   5.0   Sale,Residential House,Vidhyut Nagar - A,Unfurnished,Jaipur,Sale,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-3500-Sq-ft-Residential-House-FOR-Sale-Vidhyut-Nagar-A-in-Jaipur&id=4d423637363636393533
Multistorey Apartment   Vaishali Nagar   Semi-Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Vaishali Nagar,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1220-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423539323739363537
Multistorey Apartment   Shastrinagar   Furnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Shastrinagar,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Sale-Shastri-Nagar-in-Jaipur&id=4d423637373132323331
Multistorey Apartment   Vaishali Nagar   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Vaishali Nagar,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1032-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423636323135313631
Residential House   Brijlalpura   Semi-Furnished   Jaipur   3.0   4.0   Sale,Residential House,Brijlalpura,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3200-Sq-ft-Residential-House-FOR-Sale-Brijlalpura-in-Jaipur&id=4d423536363236373733
Multistorey Apartment   NH 12   Unfurnished   Jaipur   1.0   1.0   Sale,Multistorey Apartment,NH 12,Unfurnished,Jaipur,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-330-Sq-ft-Multistorey-Apartment-FOR-Sale-NH-12-in-Jaipur&id=4d423637383039303333
Multistorey Apartment   Jagatpura   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Jagatpura,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423637383038383333
Builder Floor Apartment   Panchsheel Colony   Semi-Furnished   Jaipur   3.0   3.0   Sale,Builder Floor Apartment,Panchsheel Colony,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Panchsheel-Colony-in-Jaipur&id=4d423637373038383433
Residential House   Tonk Road   Semi-Furnished   Jaipur   3.0   6.0   Sale,Residential House,Tonk Road,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3600-Sq-ft-Residential-House-FOR-Sale-Tonk-Road-in-Jaipur&id=4d423539383637323633
Multistorey Apartment   Ajmer Road   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Ajmer Road,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1095-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423230373535343735
